Time(s)	Ixx	Iyy	Roll_Rate	Roll	Flightpath_Speed	Mach	Dyn_Pres	Thrust(kN)	mass(Mg)	CoM (m)	CoP (m)	Cd	Sideslip	Sideslip_rate	AoA	AoA_Rate	Density
1.126885	1.028135067	179.3089313	18.83359831	4.337869892	0.053971433	0.158656281	1779.000479	8.625221918	0.14162701	1.676035444	0.77	0.381249751	0.031902561	0.129119324	0.437586952	-0.184406086	1.221456956
1.13667	1.027945209	179.2855642	19.37195578	4.524783872	0.054470443	0.160124143	1811.957313	8.623898271	0.141589038	1.676122584	0.77	0.381243081	0.033170351	0.129969566	0.435656293	-0.210198963	1.221395013
1.146455	1.027755351	179.262197	19.91853421	4.717005881	0.054969494	0.161592149	1845.21676	8.622575433	0.141551067	1.676209724	0.77	0.381235243	0.034445256	0.130571395	0.433473586	-0.235922015	1.221332503
1.15624	1.027565493	179.2388299	20.47335757	4.914616479	0.055468584	0.1630603	1878.778788	8.621253404	0.141513095	1.676296864	0.77	0.38122626	0.035724777	0.130910811	0.43103956	-0.261565206	1.221269425
1.166025	1.027375634	179.2154627	21.03644883	5.117696456	0.055967714	0.164528594	1912.643364	8.619932185	0.141475123	1.676384004	0.77	0.381216156	0.037006278	0.130973752	0.428355051	-0.287117322	1.221205781
1.17581	1.027185776	179.1920955	21.60782997	5.326326822	0.056466884	0.165997032	1946.810456	8.618611775	0.141437152	1.676471144	0.77	0.381204957	0.038286986	0.130746128	0.425421011	-0.312565973	1.221141569
1.185595	1.026995918	179.1687284	22.18752195	5.540588796	0.056966094	0.167465614	1981.280028	8.617292174	0.14139918	1.676558284	0.77	0.381192692	0.039563986	0.130213861	0.422238517	-0.337897604	1.221076791
1.19538	1.02680606	179.1453612	22.77554469	5.760563799	0.057465343	0.168934338	2016.052044	8.615973382	0.141361208	1.676645424	0.77	0.381179394	0.040834231	0.129362925	0.418808785	-0.363097501	1.221011446
1.205165	1.026616201	179.121994	23.37191711	5.98633344	0.057964631	0.170403206	2051.126467	8.614655399	0.141323237	1.676732564	0.77	0.381165096	0.042094534	0.128179392	0.41513318	-0.388149795	1.220945533
1.21495	1.026426343	179.0986269	23.97665704	6.217979508	0.058463957	0.171872217	2086.503257	8.613338225	0.141285265	1.676819704	0.77	0.381149834	0.043341572	0.126649472	0.41121323	-0.413037477	1.220879054
1.224735	1.026236485	179.0752597	24.58978126	6.455583965	0.058963323	0.173341369	2122.182375	8.61202186	0.141247293	1.676906844	0.77	0.381133646	0.04457189	0.124759567	0.407050633	-0.4377424	1.220812008
1.23452	1.026046627	179.0518925	25.21130547	6.699228926	0.059462728	0.174810665	2158.163779	8.610706303	0.141209322	1.676993984	0.77	0.381116574	0.045781899	0.122496319	0.40264727	-0.462245297	1.220744394
1.244305	1.025856769	179.0285254	25.84124425	6.948996658	0.059962171	0.176280102	2194.447427	8.609391555	0.14117135	1.677081124	0.77	0.381098661	0.046967883	0.119846662	0.398005217	-0.486525789	1.220676215
1.25409	1.02566691	179.0051582	26.47961106	7.204969565	0.060461652	0.177749681	2231.033275	8.608077616	0.141133378	1.677168264	0.77	0.381079952	0.048125997	0.116797879	0.393126756	-0.510562401	1.220607468
1.263875	1.025477052	178.981791	27.1264182	7.467230176	0.060961172	0.179219401	2267.921279	8.606764485	0.141095407	1.677255404	0.77	0.381060495	0.049252275	0.11333766	0.38801438	-0.534332578	1.220538155
1.27366	1.025287194	178.9584239	27.78167678	7.735861136	0.061460729	0.180689263	2305.11139	8.605452163	0.141057435	1.677342544	0.77	0.381040339	0.050342634	0.109454161	0.382670813	-0.557812703	1.220468275
1.283445	1.025097336	178.9350567	28.44539672	8.010945189	0.061960325	0.182159266	2342.603563	8.604140649	0.141019463	1.677429684	0.77	0.381019535	0.051392875	0.105136067	0.377099012	-0.580978117	1.220397828
1.29323	1.024907478	178.9116896	29.11758668	8.292565176	0.062459958	0.18362941	2380.397747	8.602829943	0.140981492	1.677516824	0.77	0.380998138	0.052398694	0.100372656	0.371302181	-0.603803146	1.220326815
1.303015	1.024717619	178.8883224	29.79825406	8.580804011	0.062959628	0.185099694	2418.493893	8.601520045	0.14094352	1.677603964	0.77	0.380976202	0.053355683	0.095153867	0.365283781	-0.626261123	1.220255235
1.3128	1.024527761	178.8649552	30.48740495	8.875744678	0.063459336	0.186570119	2456.891949	8.600210955	0.140905548	1.677691104	0.77	0.380953784	0.05425934	0.089470367	0.359047538	-0.648324416	1.220183089
1.322585	1.024337903	178.8415881	31.18504407	9.177470212	0.063959081	0.188040683	2495.591861	8.598902673	0.140867577	1.677778245	0.77	0.380930943	0.055105074	0.083313621	0.352597453	-0.669964466	1.220110376
1.33237	1.024148045	178.8182209	31.89117479	9.486063688	0.064458864	0.189511388	2534.593576	8.597595199	0.140829605	1.677865385	0.77	0.380907738	0.055888218	0.076675968	0.34593781	-0.691151818	1.220037097
1.342155	1.023958187	178.7948537	32.60579903	9.801608206	0.064958683	0.190982232	2573.897038	8.596288532	0.140791633	1.677952525	0.77	0.380884231	0.056604033	0.069550689	0.339073187	-0.711856163	1.219963251
1.35194	1.023768328	178.7714866	33.32891725	10.12418688	0.065458538	0.192453215	2613.50219	8.594982673	0.140753662	1.678039665	0.77	0.380860483	0.057247716	0.061932088	0.332008462	-0.732046379	1.219888839
1.361725	1.02357847	178.7481194	34.06052838	10.45388282	0.06595843	0.193924337	2653.408973	8.593677622	0.14071569	1.678126805	0.77	0.380836559	0.057814419	0.053815562	0.32474882	-0.75169058	1.219813861
1.37151	1.023388612	178.7247522	34.80062981	10.79077911	0.066458359	0.195395599	2693.617328	8.592373378	0.140677718	1.678213945	0.77	0.380812522	0.058299251	0.045197684	0.317299764	-0.770756167	1.219738317
1.381295	1.023198754	178.7013851	35.5492173	11.13495882	0.066958324	0.196866998	2734.127194	8.591069941	0.140639747	1.678301085	0.77	0.380788436	0.058697295	0.036076278	0.309667118	-0.789209883	1.219662207
1.39108	1.023008896	178.6780179	36.30628495	11.48650495	0.067458324	0.198338536	2774.938508	8.589767311	0.140601775	1.678388225	0.77	0.380764367	0.059003619	0.026450497	0.301857033	-0.807017877	1.21958553
1.400865	1.022819037	178.6546507	37.07182516	11.84550045	0.067958361	0.199810212	2816.051207	8.588465488	0.140563803	1.678475365	0.77	0.38074038	0.059213288	0.016320902	0.293875996	-0.824145764	1.219508288
1.41065	1.022629179	178.6312836	37.84582855	12.21202818	0.068458433	0.201282026	2857.465225	8.587164472	0.140525832	1.678562505	0.77	0.38071654	0.059321382	0.005689542	0.285730832	-0.840558703	1.21943048
1.420435	1.022439321	178.6079164	38.62828392	12.58617089	0.06895854	0.202753977	2899.180495	8.585864263	0.14048786	1.678649645	0.77	0.380692913	0.059323008	-0.005439971	0.277428709	-0.856221463	1.219352105
1.43022	1.022249463	178.5845493	39.41917819	12.96801122	0.069458683	0.204226065	2941.196951	8.58456486	0.140449888	1.678736785	0.77	0.380669563	0.059213314	-0.017062381	0.268977141	-0.871098512	1.219273165
1.440005	1.022059604	178.5611821	40.21849637	13.35763168	0.069958861	0.20569829	2983.514521	8.583266264	0.140411917	1.678823925	0.77	0.380646555	0.058987512	-0.029170717	0.260383991	-0.885154101	1.219193659
1.44979	1.021869746	178.5378149	41.02622145	13.75511461	0.070459073	0.207170651	3026.133136	8.581968474	0.140373945	1.678911065	0.77	0.380623951	0.058640887	-0.041756213	0.251657472	-0.898352352	1.219113588
1.459575	1.021679888	178.5144478	41.84233439	14.16054219	0.070959321	0.208643149	3069.052723	8.580671491	0.140335973	1.678998205	0.77	0.380601814	0.058168821	-0.054808242	0.242806149	-0.910657361	1.21903295
1.46936	1.02149003	178.4910806	42.66681405	14.57399639	0.071459603	0.210115783	3112.273208	8.579375313	0.140298002	1.679085345	0.77	0.380580206	0.057566809	-0.068314241	0.233838937	-0.922033298	1.218951747
1.479145	1.021300172	178.4677134	43.49963712	14.99555896	0.071959919	0.211588552	3155.794517	8.578079942	0.14026003	1.679172485	0.77	0.380559185	0.056830478	-0.082259644	0.224765104	-0.932444515	1.218869979
1.48893	1.021110313	178.4443463	44.34077807	15.42531142	0.07246027	0.213061457	3199.616572	8.576785376	0.140222058	1.679259625	0.77	0.38053881	0.055955608	-0.096627823	0.21559426	-0.941855665	1.218787645
1.498715	1.020920455	178.4209791	45.1902091	15.86333502	0.072960654	0.214534496	3243.739297	8.575491616	0.140184087	1.679346765	0.77	0.380519136	0.054938153	-0.111400024	0.206336364	-0.950231814	1.218704746
1.5085	1.020730597	178.3976119	46.04790013	16.30971075	0.073461077	0.216007686	3288.16308	8.574370532	0.140146115	1.679433905	0.77	0.380500218	0.053774256	-0.126556232	0.197001697	-0.957541897	1.218621282
1.518285	1.020540739	178.3742448	46.91381893	16.76451927	0.073961548	0.217481051	3332.888609	8.573276236	0.140108143	1.679521046	0.77	0.380482105	0.052460273	-0.142072495	0.187600868	-0.963749079	1.218537252
1.52807	1.020350881	178.3508776	47.78793094	17.22784091	0.074462066	0.21895459	3377.915842	8.572182745	0.140070172	1.679608186	0.77	0.380464848	0.050992806	-0.157923231	0.178144834	-0.968819947	1.218452657
1.537855	1.020161022	178.3275104	48.67019912	17.69975568	0.074962631	0.220428303	3423.244719	8.571090059	0.1400322	1.679695326	0.77	0.380448491	0.049368715	-0.17408068	0.168644872	-0.97272257	1.218367497
1.54764	1.019971164	178.3041433	49.5605839	18.18034318	0.075463242	0.221902191	3468.875182	8.569998178	0.139994228	1.679782466	0.77	0.380433077	0.047585145	-0.190514737	0.159112565	-0.975426119	1.218281772
1.557425	1.019781306	178.2807761	50.45904314	18.66968264	0.075963901	0.223376252	3514.80717	8.568907102	0.139956257	1.679869606	0.77	0.380418646	0.045639545	-0.207192927	0.149559791	-0.976901021	1.218195482
1.56721	1.019591448	178.257409	51.36553206	19.16785285	0.076464605	0.224850487	3561.040619	8.567816831	0.139918285	1.679956746	0.77	0.380405234	0.043529696	-0.224080388	0.139998711	-0.977119122	1.218108627
1.576995	1.01940159	178.2340418	52.28000325	19.67493214	0.076965356	0.226324895	3607.575466	8.566727365	0.139880313	1.680043886	0.77	0.380392874	0.041253731	-0.241139863	0.130441755	-0.976053842	1.218021207
1.58678	1.019211731	178.2106746	53.20240662	20.19099838	0.077466154	0.227799476	3654.411645	8.565638703	0.139842342	1.680131026	0.77	0.380381593	0.038810157	-0.2583317	0.120901605	-0.973680346	1.217933222
1.596565	1.019021873	178.1873075	54.13268934	20.71612894	0.077966996	0.229274229	3701.54909	8.564550845	0.13980437	1.680218166	0.77	0.380371417	0.036197884	-0.275613863	0.111391173	-0.969975715	1.217844673
1.60635	1.018832015	178.1639403	55.07079586	21.25040063	0.078467885	0.230749155	3748.987733	8.563463792	0.139766398	1.680305306	0.77	0.380362366	0.033416244	-0.292941953	0.10192359	-0.964919118	1.217755559
1.616135	1.018642157	178.1405731	56.01666786	21.79388974	0.078968819	0.232224252	3796.727503	8.562377543	0.139728427	1.680392446	0.77	0.380354457	0.030465013	-0.310269244	0.092512176	-0.958491989	1.21766588
1.62592	1.018452299	178.117206	56.97024426	22.34667195	0.079469798	0.233699521	3844.76833	8.561292098	0.139690455	1.680479586	0.77	0.3803477	0.027344437	-0.327546721	0.083170425	-0.950678205	1.217575637
1.635705	1.01826244	178.0938388	57.93146119	22.90882234	0.079970823	0.235174961	3893.110141	8.560207457	0.139652483	1.680566726	0.77	0.380342105	0.024055253	-0.344723141	0.073911971	-0.941464269	1.217484829
1.64549	1.018072582	178.0704716	58.90025202	23.48041535	0.080471892	0.236650572	3941.752863	8.559123619	0.139614512	1.680653866	0.77	0.380337674	0.020598709	-0.361745099	0.064750571	-0.930839489	1.217393457
1.655275	1.017882724	178.0471045	59.87654737	24.06152475	0.080973006	0.238126353	3990.696419	8.558040585	0.13957654	1.680741006	0.77	0.380334406	0.016976586	-0.378557113	0.055700069	-0.918796161	1.217301521
1.66506	1.017692866	178.0237373	60.86027508	24.65222362	0.081474164	0.239602304	4039.940734	8.556958355	0.139538568	1.680828146	0.77	0.380332293	0.013191218	-0.395101719	0.046774372	-0.905329751	1.21720902
1.674845	1.017503007	178.0003701	61.85136031	25.25258433	0.081975367	0.241078426	4089.485729	8.555876927	0.139500596	1.680915286	0.77	0.380331327	0.009245511	-0.411319583	0.037987412	-0.890439074	1.217115955
1.68463	1.017313149	177.977003	62.84972552	25.86267849	0.082476613	0.242554716	4139.331325	8.554796303	0.139462625	1.681002426	0.77	0.380331491	0.005142958	-0.427149626	0.029353118	-0.874126469	1.217022326
1.694415	1.017123291	177.9536358	63.85529054	26.48257694	0.082977904	0.244031176	4189.477441	8.553716482	0.139424653	1.681089566	0.77	0.380332766	0.000887662	-0.442529168	0.020885376	-0.856397978	1.216928133
1.7042	1.016933433	177.9302687	64.86797264	27.11234974	0.083479238	0.245507804	4239.923995	8.552637463	0.139386681	1.681176706	0.77	0.380335127	-0.003515659	-0.457394078	0.012597995	-0.837263514	1.216833376
1.713985	1.016743575	177.9069015	65.88768655	27.7520661	0.083980616	0.246984601	4290.670903	8.551559247	0.13934871	1.681263847	0.77	0.380338545	-0.008061649	-0.471678958	0.004504669	-0.816737023	1.216738055
1.72377	1.016553716	177.8835343	66.91434462	28.40179442	0.084482037	0.248461566	4341.718081	8.550481834	0.139310738	1.681350987	0.77	0.380342987	-0.012744308	-0.485317321	-0.003381066	-0.794836647	1.21664217
1.733555	1.016363858	177.8601672	67.94785683	29.06160218	0.084983501	0.249938699	4393.065442	8.549405223	0.139272766	1.681438127	0.77	0.380348417	-0.01755698	-0.498241804	-0.011045875	-0.77158487	1.216545722
1.74334	1.016174	177.8368	68.98813096	29.73155603	0.085485007	0.251415999	4444.712899	8.548329414	0.139234795	1.681525267	0.77	0.380354791	-0.022492349	-0.510384388	-0.018476662	-0.74700866	1.21644871
1.753125	1.015984142	177.8134328	70.03507268	30.41172166	0.085986557	0.252893466	4496.660362	8.547254407	0.139196823	1.681612407	0.77	0.380362066	-0.027542429	-0.521676636	-0.025660618	-0.721139603	1.216351134
1.76291	1.015794284	177.7900657	71.08858567	31.10216384	0.086488149	0.2543711	4548.907743	8.546180202	0.139158851	1.681699547	0.77	0.380370192	-0.032698564	-0.532049949	-0.032585265	-0.694014017	1.216252995
1.772695	1.015604425	177.7666985	72.1485718	31.80294639	0.086989783	0.2558489	4601.45495	8.545106798	0.13912088	1.681786687	0.77	0.380379116	-0.037951426	-0.541435836	-0.039238507	-0.665673063	1.216154293
1.78248	1.015414567	177.7433313	73.21493129	32.51413217	0.087491459	0.257326866	4654.301889	8.544034197	0.139082908	1.681873827	0.77	0.380388784	-0.04329102	-0.549766205	-0.045608673	-0.636162834	1.216055027
1.792265	1.015224709	177.7199642	74.28756285	33.23578305	0.087993177	0.258804998	4707.448468	8.542962396	0.139044936	1.681960967	0.77	0.380399135	-0.048706688	-0.55697366	-0.051684566	-0.605534431	1.215955198
1.80205	1.015034851	177.696597	75.36636391	33.9679599	0.088494937	0.260283296	4760.89459	8.541891397	0.139006965	1.682048107	0.77	0.380410108	-0.054187116	-0.562991823	-0.057455517	-0.573844024	1.215854806
1.811835	1.014844993	177.6732299	76.4512308	34.71072258	0.088996738	0.261761758	4814.640161	8.540821198	0.138968993	1.682135247	0.77	0.380421641	-0.059720347	-0.567755667	-0.062911429	-0.541152886	1.215753851
1.82162	1.014655134	177.6498627	77.54205903	35.46412993	0.08949858	0.263240385	4868.685082	8.539751801	0.138931021	1.682222387	0.77	0.380433665	-0.065293796	-0.571201856	-0.068042831	-0.507527419	1.215652333
1.831405	1.014465276	177.6264955	78.63874343	36.22823978	0.090000464	0.264719177	4923.029255	8.538683204	0.13889305	1.682309527	0.77	0.380446115	-0.070894269	-0.57326911	-0.072840926	-0.473039145	1.215550252
1.84119	1.014275418	177.6031284	79.7411785	37.0031089	0.090502388	0.266198132	4977.672579	8.537615407	0.138855078	1.682396667	0.77	0.380458921	-0.076507983	-0.573898571	-0.077297642	-0.437764685	1.215447608
1.850975	1.01408556	177.5797612	80.84925862	37.78879305	0.091004353	0.267677252	5032.614954	8.536548411	0.138817106	1.682483807	0.77	0.380472012	-0.082120591	-0.573034184	-0.081405682	-0.401785704	1.215344402
1.86076	1.013895701	177.556394	81.96287837	38.58534696	0.091506359	0.269156535	5087.856278	8.535482215	0.138779135	1.682570947	0.77	0.380485318	-0.087717216	-0.570623087	-0.085158573	-0.365188836	1.215240633
1.870545	1.013705843	177.5330269	83.08193279	39.39282431	0.092008405	0.270635981	5143.396446	8.534416819	0.138741163	1.682658087	0.77	0.380498768	-0.093282479	-0.566616007	-0.08855071	-0.328065581	1.215136301
1.88033	1.013515985	177.5096597	84.20631775	40.21127777	0.092510491	0.27211559	5199.235356	8.533352223	0.138703191	1.682745227	0.77	0.38051229	-0.098800538	-0.560967661	-0.091577412	-0.29051217	1.215031407
1.890115	1.013326127	177.4862925	85.33593021	41.040759	0.093012617	0.273595362	5255.372899	8.532288427	0.13866522	1.682832367	0.77	0.380525814	-0.104255129	-0.553637164	-0.094234959	-0.2526294	1.214925951
1.8999	1.013136269	177.4629254	86.47066861	41.88131864	0.093514782	0.275075296	5311.808971	8.531225429	0.138627248	1.682919507	0.77	0.38053927	-0.109629612	-0.544588439	-0.096520638	-0.214522441	1.214819932
1.909685	1.01294641	177.4395582	87.61043318	42.73300637	0.094016988	0.276555392	5368.543463	8.530163231	0.138589276	1.683006648	0.77	0.38055259	-0.114907019	-0.533790618	-0.098432788	-0.176300613	1.214713351
1.91947	1.012756552	177.416191	88.75512633	43.59587089	0.094519232	0.278035649	5425.576265	8.529101833	0.138551305	1.683093788	0.77	0.380565708	-0.120070107	-0.521218455	-0.099970835	-0.138077119	1.214606208
1.929255	1.012566694	177.3928239	89.90465301	44.46995996	0.095021516	0.279516068	5482.907268	8.528041233	0.138513333	1.683180928	0.77	0.380578558	-0.125101414	-0.506852721	-0.101135332	-0.099968757	1.214498503
1.93904	1.012376836	177.3694567	91.05892109	45.35532042	0.095523839	0.280996649	5540.53636	8.526981431	0.138475361	1.683268068	0.77	0.380591079	-0.129983322	-0.490680599	-0.101927991	-0.06209559	1.214390237
1.948825	1.012186978	177.3460896	92.2178417	46.25199822	0.096026201	0.28247739	5598.463429	8.525922429	0.13843739	1.683355208	0.77	0.380603211	-0.134698121	-0.472696064	-0.102351711	-0.024580582	1.214281408
1.95861	1.011997119	177.3227224	93.3813297	47.16003848	0.096528602	0.283958292	5656.688361	8.524864224	0.138399418	1.683442348	0.77	0.380614899	-0.139228075	-0.452900252	-0.10241061	0.012450796	1.214172018
1.968395	1.011807261	177.2993552	94.54930396	48.07948548	0.097031041	0.285439354	5715.211041	8.523806818	0.138361446	1.683529488	0.77	0.380626089	-0.143555498	-0.431301811	-0.102110042	0.048871003	1.214062066
1.97818	1.011617403	177.2759881	95.72168784	49.01038274	0.097533518	0.286920577	5774.031353	8.52275021	0.138323475	1.683616628	0.77	0.380636734	-0.147662825	-0.407917235	-0.101456619	0.084550894	1.213951553
1.987965	1.011427545	177.2526209	96.89840949	49.95277305	0.098036034	0.288401959	5833.14918	8.521694399	0.138285503	1.683703768	0.77	0.380646788	-0.151532692	-0.382771172	-0.100458221	0.119360224	1.213840478
1.99775	1.011237687	177.2292537	98.0794023	50.90669854	0.098538587	0.289883501	5892.564404	8.520639386	0.138247531	1.683790908	0.77	0.380656213	-0.155148019	-0.355896706	-0.099124005	0.153168181	1.213728842
2.007535	1.011047828	177.2058866	99.26460523	51.87220069	0.099041182	0.291365212	5952.277289	8.519701511	0.13820956	1.683878048	0.77	0.380664973	-0.158492084	-0.327334283	-0.097464409	0.185844761	1.213616645
2.01732	1.01085797	177.1825194	100.4539634	52.84932042	0.099543824	0.292847113	6012.288589	8.518799173	0.138171588	1.683965188	0.77	0.380673038	-0.161548613	-0.297135524	-0.095491141	0.217259082	1.213503886
2.027105	1.010668112	177.1591522	101.6474282	53.83809815	0.100046515	0.294329204	6072.59824	8.517897632	0.138133616	1.684052328	0.77	0.380680384	-0.164301884	-0.265360617	-0.093217188	0.247281917	1.213390567
2.03689	1.010478254	177.1357851	102.8449578	54.83857385	0.100549254	0.295811485	6133.206138	8.516996888	0.138095645	1.684139468	0.77	0.380686991	-0.166736804	-0.232078589	-0.090656787	0.27578619	1.213276687
2.046675	1.010288396	177.1124179	104.0465169	55.85078711	0.101052041	0.297293956	6194.112177	8.516096941	0.138057673	1.684226608	0.77	0.380692845	-0.168839001	-0.197367807	-0.087825411	0.302647403	1.213162245
2.05646	1.010098537	177.0890507	105.2520777	56.87477723	0.101554875	0.298776617	6255.316253	8.51519779	0.138019701	1.684313748	0.77	0.380697939	-0.170594917	-0.161316027	-0.084739733	0.327744341	1.213047243
